"Артикул";"Ozon Product ID";"SKU";"Штрихкод (Серийный номер / EAN)";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"621280N20N 78 46";"1021923478";"1554643700";"04610279064229";"Куртка NortFolk сиреневый 46";"'54.5";"NortFolk";"Готов к продаже";;"6";"'4.90";;"2024-04-16 10:51:40";"Одежда";"Пальто";"'13.00";"'2.6";"0";"0";"0";"0";"0";"18500,00";"29500,00";;"5%";;
"00000802950N10N-1 000000255 46";"1029918699";"1554672067";;"Куртка NortFolk оливковый 46";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:28";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"0000000802950N10N-1 0000255 58000";"1029918708";"1554671442";;"Куртка NortFolk оливковый 58";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:28";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"00000802950N10N-1 255 5600000000";"1029918752";"1554671559";;"Куртка NortFolk оливковый 56";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:29";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"000802950N10N-1 255 48";"1029918777";"1554671922";;"Куртка NortFolk оливковый 48";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:31";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"0001";"1029918797";"1554671576";;"Куртка NortFolk оливковый 52";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:31";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"00000802950N10N-1 100 48";"1029918836";"1555183201";;"Куртка NortFolk черный 48";"'32";"Нет бренда";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:32";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"0000000";"1029918878";"1554671615";;"Куртка NortFolk оливковый 54";"'32";"NortFolk";"Готов к продаже";;"0";"'0.00";;"2024-04-22 08:45:33";"Одежда";"Куртка";"'6.83";"'1.4";"0";"0";"0";"0";"0";"21800,00";"25900,00";;"5%";;
"756951N01NB 181 64";"1030233158";"1877992686";"04660426043140";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"1";"'4.90";;"2024-04-22 12:25:09";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 98 48";"1030233166";"1555020569";"04610279107018";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"12";"'4.90";;"2024-04-22 12:25:12";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 98 66";"1030233167";"1877992603";"04660426043034";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2024-04-22 12:25:12";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 36 50";"1030233169";"1555021546";"04660227974070";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Продается";;"9";"'4.90";;"2024-04-22 12:25:12";"Одежда";"Куртка";"'16.70";"'3.3";"1";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 98 56";"1030233170";"1555021591";"04610279107056";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Продается";;"18";"'4.90";;"2024-04-22 12:25:12";"Одежда";"Куртка";"'16.99";"'3.4";"1";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 181 60";"1030233171";"1877992857";"04660426043126";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:12";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 181 68";"1030233176";"1877993123";"04660426043164";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"1";"'4.90";;"2024-04-22 12:25:14";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 36 70";"1030233177";"1877992903";"04660426043119";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2024-04-22 12:25:14";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 181 58";"1030233183";"1877992951";"04660426042921";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:14";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 98 68";"1030233189";"1877992696";"04660426043041";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:14";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 98 46";"1030233190";"1877992783";"04660426042792";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2024-04-22 12:25:14";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 181 52";"1030233200";"1637179828";"04610279107148";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2024-04-22 12:25:15";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 36 64";"1030233201";"1877992875";"04660426043089";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:15";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 98 60";"1030233202";"1554975104";"04610279107209";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2024-04-22 12:25:15";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 98 62";"1030233213";"1555021445";"04610279107216";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"12";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 36 62";"1030233214";"1877992560";"04660426043072";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 36 48";"1030233215";"1555021581";;"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"0";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 181 50";"1030233216";"1637179952";"04610279107131";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"7";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 36 66";"1030233217";"1877992691";"04660426043096";"Куртка - ветровка NortFolk";"'50";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 181 54";"1030233218";"1877992513";"04660426042907";"Куртка - ветровка NortFolk";"'50";"NortFolk";"Готов к продаже";;"4";"'4.90";;"2024-04-22 12:25:16";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 36 60";"1030233233";"1877992652";"04660426043065";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.90";;"2024-04-22 12:25:17";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 98 64";"1030233234";"1877992753";"04660426043027";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"9";"'4.90";;"2024-04-22 12:25:17";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 181 66";"1030233244";"1877992762";"04660426043157";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2024-04-22 12:25:21";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 36 56";"1030233248";"1555020922";"04610279107094";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Продается";;"5";"'4.90";;"2024-04-22 12:25:21";"Одежда";"Куртка";"'16.99";"'3.4";"1";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 98 50";"1030233252";"1555021490";"04610279107025";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"19";"'4.90";;"2024-04-22 12:25:21";"Одежда";"Куртка";"'15.74";"'3.1";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 36 52";"1030233265";"1555021632";"04610279107070";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"7";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 181 48";"1030233267";"1637179867";"04610279107124";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 181 62";"1030233268";"1877992780";"04660426043133";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"5";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 98 54";"1030233270";"1555021002";"04610279107049";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Продается";;"11";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"1";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 36 58";"1030233272";"1877992676";"04660426042976";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"6";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 98 58";"1030233275";"1555021316";"04610279107063";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"13";"'4.90";;"2024-04-22 12:25:22";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01N 181 56";"1030233291";"1877992863";"04660426042914";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Продается";;"3";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"1";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 36 68";"1030233295";"1877992948";"04660426043102";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"0";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01NB 181 70";"1030233296";"1877993201";"04660426043171";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 98 52";"1030233319";"1555021328";"04610279107032";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"21";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"756951N01NB 98 70";"1030233321";"1877992722";"04660426043058";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"2";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"11950,00";"15900,00";;"5%";;
"756951N01N 36 54";"1030233324";"1554964859";"04610279107087";"Куртка - ветровка NortFolk";"'54.5";"NortFolk";"Готов к продаже";;"7";"'4.90";;"2024-04-22 12:25:23";"Одежда";"Куртка";"'16.99";"'3.4";"0";"0";"0";"0";"0";"13150,00";"15550,00";;"5%";;
"823C603M BI36 52";"1030570815";"1555263707";"04680351169036";"Куртка Shark Force хаки 52";"'54.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2024-04-22 20:53:41";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"13150,00";"19450,00";;"5%";;
"823C603M BI42 48";"1030570874";"1555263886";"04680351169081";"Куртка Shark Force темно-синий 48";"'54.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2024-04-22 20:53:45";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"13150,00";"19450,00";;"5%";;
"823C603M BI36 50";"1030570899";"1555263541";"04680351169029";"Куртка Shark Force хаки 50";"'54.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2024-04-22 20:53:49";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"13150,00";"19450,00";;"5%";;
"823C603M BI36 48";"1030570920";"1555263842";"04680351169012";"Куртка Shark Force хаки 48";"'54.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2024-04-22 20:53:52";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"13150,00";"19450,00";;"5%";;
"011820N10C-1 3-1 46";"1030803455";"1555460987";"04610279149162";"Куртка City Classic светло-зеленый 46";"'54.5";"City Classic";"Готов к продаже";;"0";"'5.00";;"2024-04-23 05:12:59";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"12700,00";"19800,00";;"5%";;
"011820N10C-1 3-1 58";"1030857708";"1555512160";"04610279149223";"Куртка City Classic светло-зеленый 58";"'54.5";"City Classic";"Готов к продаже";;"0";"'5.00";;"2024-04-23 06:04:31";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"12700,00";"19800,00";;"5%";;
"011820N10C-1 FS 58";"1030860953";"1555514413";"04610279149308";"Куртка City Classic кремовый 58";"'54.5";"City Classic";"Готов к продаже";;"1";"'5.00";;"2024-04-23 06:06:47";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"12700,00";"19800,00";;"5%";;
"701821N01N 106 58";"1030865709";"1555518297";"04610279105694";"Куртка NortFolk коричневый 58";"'54.5";"NortFolk";"Готов к продаже";;"3";"'4.70";;"2024-04-23 06:12:33";"Одежда";"Куртка";"'8.40";"'1.7";"0";"0";"0";"0";"0";"9990,00";"19900,00";;"5%";;
"668280N21N 121-1 52";"1041046534";"1564613256";"2085302854054";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"4";"'5.00";;"2024-05-03 06:12:08";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"668280N21N 121-1 48";"1041046535";"1564613341";"2085302854030";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"1";"'5.00";;"2024-05-03 06:12:08";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"668280N21N 121-1 50";"1041046537";"1564613265";"2085302854047";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"2";"'5.00";;"2024-05-03 06:12:08";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"668280N21N 121-1 46";"1041046538";"1564613321";"2085302854023";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"3";"'5.00";;"2024-05-03 06:12:08";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"668280N21N 121-1 56";"1041046546";"1564613250";"2085302854078";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"2";"'5.00";;"2024-05-03 06:12:14";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"668280N21N 121-1 54";"1041046553";"1564613339";"2085302854061";"Куртка женская NortFolk";"'69.5";"NortFolk";"Готов к продаже";;"0";"'5.00";;"2024-05-03 06:12:14";"Одежда";"Куртка";"'7.09";"'1.4";"0";"0";"0";"0";"0";"17900,00";"30900,00";;"5%";;
"031820N11CJ 99 46";"1057496462";"1579264484";"04610279152124";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Продается";;"5";"'5.00";;"2024-05-20 09:26:01";"Одежда";"Жилет";"'17.48";"'3.5";"1";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"031820N11CJ 71 58";"1057514763";"1579282446";"04610279152346";"Жилетка утепленная стеганая City Classic";"'82";"City Classic";"Готов к продаже";;"2";"'5.00";;"2024-05-20 09:41:07";"Одежда";"Жилет";"'17.48";"'3.5";"0";"0";"0";"0";"0";"11920,00";"19550,00";;"5%";;
"780951N11NJ 97 56";"1057560531";"1579403397";"04610279088379";"Жилет утепленный NortFolk";"'87.5";"NortFolk";"Продается";;"5";"'4.90";;"2024-05-20 10:19:10";"Одежда";"Жилет";"'24.00";"'4.8";"6";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 97 48";"1057560549";"1579692044";"04610279088331";"Жилет утепленный NortFolk";"'87.5";"NortFolk";"Продается";;"9";"'4.90";;"2024-05-20 10:19:11";"Одежда";"Жилет";"'10.50";"'2.1";"5";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;
"780951N11NJ 97 60";"1057560552";"1579692124";"04610279088393";"Жилет утепленный NortFolk";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2024-05-20 10:19:12";"Одежда";"Жилет";"'26.14";"'5.2";"5";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
"780951N11NJ 97 58";"1057560592";"1579692162";"04610279088386";"Жилет утепленный NortFolk";"'69.5";"NortFolk";"Продается";;"9";"'4.90";;"2024-05-20 10:19:14";"Одежда";"Жилет";"'24.38";"'4.9";"7";"0";"0";"0";"0";"11350,00";"20150,00";;"5%";;"Изменить габариты и вес нельзя: мы уже замерили их и закрепили за карточкой товара. Если заметили неточность, напишите в поддержку — всё проверим и исправим."
